==================================================
HEADER
File name: peer_-AA0001-Klj4RZNXYos5.log
Creation Date/Time: 2026-08-08 12:07:17
Last Modified Date/Time: 2026-08-08 12:17:31
==================================================
BODY
Event Type      | Date/Time            | Description
ERROR           | 2026-08-08 12:16:58  | [Transferring_These_Files/sample3.png] Periodic announce failed: <urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
ERROR           | 2026-08-08 12:16:59  | [Transferring_These_Files] Periodic announce failed: <urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
PING_RECV       | 2026-08-08 12:17:01  | Received PING from ('127.0.0.1', 8568)
PING_RECV       | 2026-08-08 12:17:14  | Received PING from ('127.0.0.1', 8580)
HEARTBEAT_SYNC  | 2026-08-08 12:17:23  | Initiating periodic ping to 2 known peers
PING_SEND       | 2026-08-08 12:17:23  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 12:17:23  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 13.97 ms
PING_SEND       | 2026-08-08 12:17:23  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 12:17:23  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 11.84 ms
ANNOUNCE        | 2026-08-08 12:17:28  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
SHUTDOWN_INIT   | 2026-08-08 12:17:29  | Keyboard interrupt received. Deregistering from tracker.
ANNOUNCE        | 2026-08-08 12:17:29  | [Transferring_These_Files] Sending periodic update to tracker...
ERROR           | 2026-08-08 12:17:30  | [Transferring_These_Files/sample3.png] Periodic announce failed: <urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
PING_RECV       | 2026-08-08 12:17:31  | Received PING from ('127.0.0.1', 8597)
ERROR           | 2026-08-08 12:17:31  | [Transferring_These_Files] Periodic announce failed: <urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
