==================================================
HEADER
File name: peer_-AA0001-lyY8i2fmn47q.log
Creation Date/Time: 2026-08-08 13:10:47
Last Modified Date/Time: 2026-08-08 13:45:05
==================================================
BODY
Event Type      | Date/Time            | Description
ANNOUNCE        | 2026-08-08 13:33:47  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:33:48  | [Transferring_These_Files] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:34:17  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:34:18  | [Transferring_These_Files] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:34:47  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:34:48  | [Transferring_These_Files] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:35:17  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:35:18  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:35:35  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:35:35  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 13:35:35  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 13.37 ms
PING_RECV       | 2026-08-08 13:35:38  | Received PING from ('127.0.0.1', 12004)
SHUTDOWN_INIT   | 2026-08-08 13:35:40  | Keyboard interrupt received. Deregistering from tracker.
LISTENER_START  | 2026-08-08 13:35:50  | Peer listening for direct connections on port 6881
FILE_CHECK      | 2026-08-08 13:35:51  | Determined status as SEEDER for Transferring_These_Files/sample3.png
FILE_CHECK      | 2026-08-08 13:35:52  | Determined status as LEECHER for Transferring_These_Files
SYSTEM_READY    | 2026-08-08 13:35:53  | All torrent threads processed. Entering heartbeat loop.
HANDSHAKE_RECV  | 2026-08-08 13:35:58  | Handshake verified from -AA0001-WL99b7svcXnQ
STATE_CHANGE    | 2026-08-08 13:35:58  | Sent UNCHOKE to 127.0.0.1:12019
HANDSHAKE_RECV  | 2026-08-08 13:35:59  | Handshake verified from -AA0001-WL99b7svcXnQ
STATE_CHANGE    | 2026-08-08 13:35:59  | Sent INTERESTED to 127.0.0.1:12023
ANNOUNCE        | 2026-08-08 13:36:21  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
NEW_PEER        | 2026-08-08 13:36:21  | [Transferring_These_Files/sample3.png] Discovered new peer 127.0.0.1:6882 from tracker update
HANDSHAKE_SEND  | 2026-08-08 13:36:21  | [Transferring_These_Files/sample3.png] Initiating handshake with 127.0.0.1:6882
ANNOUNCE        | 2026-08-08 13:36:22  | [Transferring_These_Files] Sending periodic update to tracker...
NEW_PEER        | 2026-08-08 13:36:22  | [Transferring_These_Files] Discovered new peer 127.0.0.1:6882 from tracker update
HANDSHAKE_SEND  | 2026-08-08 13:36:22  | [Transferring_These_Files] Initiating handshake with 127.0.0.1:6882
HEARTBEAT_SYNC  | 2026-08-08 13:36:23  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:36:23  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
HANDSHAKE_FAIL  | 2026-08-08 13:36:24  | [Transferring_These_Files/sample3.png] Failed handshake with 127.0.0.1:6882 - timed out
PING_FAIL       | 2026-08-08 13:36:25  | [Heartbeat] Failed to ping 127.0.0.1:6882 - timed out
HANDSHAKE_FAIL  | 2026-08-08 13:36:25  | [Transferring_These_Files] Failed handshake with 127.0.0.1:6882 - timed out
ANNOUNCE        | 2026-08-08 13:36:54  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:36:55  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:36:55  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
ANNOUNCE        | 2026-08-08 13:36:55  | [Transferring_These_Files] Sending periodic update to tracker...
PING_FAIL       | 2026-08-08 13:36:57  | [Heartbeat] Failed to ping 127.0.0.1:6882 - timed out
ANNOUNCE        | 2026-08-08 13:37:24  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:37:25  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:37:27  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:37:27  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_RECV       | 2026-08-08 13:37:28  | Received PING from ('127.0.0.1', 12070)
PING_SUCCESS    | 2026-08-08 13:37:28  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 896.19 ms
ANNOUNCE        | 2026-08-08 13:37:54  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:37:55  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:37:58  | Initiating periodic ping to 1 known peers
PING_RECV       | 2026-08-08 13:37:58  | Received PING from ('127.0.0.1', 12089)
PING_SEND       | 2026-08-08 13:37:58  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 13:37:58  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 14.96 ms
SHUTDOWN_INIT   | 2026-08-08 13:38:00  | Keyboard interrupt received. Deregistering from tracker.
LISTENER_START  | 2026-08-08 13:40:02  | Peer listening for direct connections on port 6881
FILE_CHECK      | 2026-08-08 13:40:03  | Determined status as SEEDER for Transferring_These_Files/sample3.png
FILE_CHECK      | 2026-08-08 13:40:04  | Determined status as LEECHER for Transferring_These_Files
SYSTEM_READY    | 2026-08-08 13:40:05  | All torrent threads processed. Entering heartbeat loop.
HANDSHAKE_RECV  | 2026-08-08 13:40:25  | Handshake verified from -AA0001-WL99b7svcXnQ
STATE_CHANGE    | 2026-08-08 13:40:25  | Sent UNCHOKE to 127.0.0.1:12154
HANDSHAKE_RECV  | 2026-08-08 13:40:26  | Handshake verified from -AA0001-WL99b7svcXnQ
STATE_CHANGE    | 2026-08-08 13:40:26  | Sent INTERESTED to 127.0.0.1:12158
ANNOUNCE        | 2026-08-08 13:40:34  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
NEW_PEER        | 2026-08-08 13:40:34  | [Transferring_These_Files/sample3.png] Discovered new peer 127.0.0.1:6882 from tracker update
HANDSHAKE_SEND  | 2026-08-08 13:40:34  | [Transferring_These_Files/sample3.png] Initiating handshake with 127.0.0.1:6882
HANDSHAKE_SUCCESS | 2026-08-08 13:40:34  | [Transferring_These_Files/sample3.png] Handshake successful with -AA0001-WL99b7svcXnQ
STATE_CHANGE    | 2026-08-08 13:40:34  | Sent UNCHOKE to 127.0.0.1:6882
ANNOUNCE        | 2026-08-08 13:40:35  | [Transferring_These_Files] Sending periodic update to tracker...
NEW_PEER        | 2026-08-08 13:40:35  | [Transferring_These_Files] Discovered new peer 127.0.0.1:6882 from tracker update
HANDSHAKE_SEND  | 2026-08-08 13:40:35  | [Transferring_These_Files] Initiating handshake with 127.0.0.1:6882
HANDSHAKE_SUCCESS | 2026-08-08 13:40:35  | [Transferring_These_Files] Handshake successful with -AA0001-WL99b7svcXnQ
STATE_CHANGE    | 2026-08-08 13:40:35  | Sent INTERESTED to 127.0.0.1:6882
HEARTBEAT_SYNC  | 2026-08-08 13:40:35  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:40:35  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 13:40:36  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 33.09 ms
PING_RECV       | 2026-08-08 13:40:57  | Received PING from ('127.0.0.1', 12169)
ANNOUNCE        | 2026-08-08 13:41:04  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:41:05  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:41:06  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:41:06  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 13:41:06  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 13.36 ms
PING_RECV       | 2026-08-08 13:41:27  | Received PING from ('127.0.0.1', 12193)
ANNOUNCE        | 2026-08-08 13:41:34  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:41:35  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:41:36  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:41:36  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 13:41:36  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 17.39 ms
PING_RECV       | 2026-08-08 13:41:57  | Received PING from ('127.0.0.1', 12205)
ANNOUNCE        | 2026-08-08 13:42:04  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:42:05  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:42:06  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:42:06  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 13:42:06  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 21.15 ms
PING_RECV       | 2026-08-08 13:42:28  | Received PING from ('127.0.0.1', 12221)
ANNOUNCE        | 2026-08-08 13:42:34  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:42:35  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:42:36  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:42:36  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 13:42:36  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 15.46 ms
PING_RECV       | 2026-08-08 13:42:58  | Received PING from ('127.0.0.1', 12237)
ANNOUNCE        | 2026-08-08 13:43:04  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:43:05  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:43:06  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:43:06  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 13:43:06  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 16.99 ms
PING_RECV       | 2026-08-08 13:43:28  | Received PING from ('127.0.0.1', 12283)
ANNOUNCE        | 2026-08-08 13:43:34  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:43:35  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:43:36  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:43:36  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 13:43:36  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 21.04 ms
PING_RECV       | 2026-08-08 13:43:58  | Received PING from ('127.0.0.1', 12300)
ANNOUNCE        | 2026-08-08 13:44:04  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:44:05  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:44:06  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:44:06  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 13:44:06  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 15.07 ms
PING_RECV       | 2026-08-08 13:44:28  | Received PING from ('127.0.0.1', 12310)
ANNOUNCE        | 2026-08-08 13:44:34  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:44:35  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:44:36  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:44:36  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 13:44:36  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 13.05 ms
ANNOUNCE        | 2026-08-08 13:45:04  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:45:05  | [Transferring_These_Files] Sending periodic update to tracker...
SHUTDOWN_INIT   | 2026-08-08 13:45:05  | Keyboard interrupt received. Deregistering from tracker.
